,국립공원명,Year,경도,위도,본부명,지사명,노선명,방향,발생건수
632,지리산,2020,127.6366693,35.31619123,,,,,2.0
633,지리산,2020,127.6501834,35.2758,,,,,9.0
634,,2020,127.659495,37.25375187,강원,원주,영동선,인천,3.0
635,덕유산,2020,127.6941005,35.9619,,,,,2.0
636,,2020,127.7146223,37.24914842,강원,원주,영동선,강릉,3.0
637,지리산,2020,127.7521672,35.3129,,,,,1.0
638,덕유산,2020,127.7642246,35.88538897,,,,,1.0
639,,2020,127.7801827,36.45529825,충북,보은,청주상주선,상주,5.0
640,,2020,127.7967581,37.72454322,강원,홍천,중앙선,부산,4.0
641,,2020,127.7967581,37.72454322,강원,홍천,중앙선,춘천,3.0
642,속리산,2020,127.8235942,36.4883,,,,,1.0
643,,2020,127.8359285,36.45562475,충북,보은,청주상주선,상주,7.0
644,,2020,127.8359285,36.45562475,충북,보은,청주상주선,상주,5.0
645,,2020,127.8531751,36.25403093,대전충남,영동,경부선,부산,3.0
646,속리산,2020,127.8733635,36.5897,,,,,2.0
647,,2020,127.8743817,37.67018364,강원,홍천,중앙선,부산,9.0
648,,2020,127.8743817,37.67018364,강원,홍천,중앙선,춘천,6.0
649,,2020,127.8809713,36.21975958,대전충남,영동,경부선,부산,3.0
650,,2020,127.8883615,36.44741086,충북,보은,청주상주선,상주,7.0
651,,2020,127.8938802,37.38295623,강원,홍천,중앙선,부산,4.0
652,속리산,2020,127.9033749,36.7345,,,,,1.0
653,,2020,127.9125914,37.34098708,강원,홍천,중앙선,부산,12.0
654,,2020,127.9125914,37.34098708,강원,홍천,중앙선,춘천,9.0
655,,2020,127.916969,37.41832587,강원,홍천,중앙선,부산,4.0
656,,2020,127.936538,37.45675982,강원,홍천,중앙선,부산,5.0
657,,2020,127.9552371,37.31322277,충북,제천,중앙선,춘천,6.0
658,,2020,127.9732079,37.57288407,강원,홍천,중앙선,부산,3.0
659,한려해상,2020,127.9811312,34.7326,,,,,1.0
660,치악산,2020,128.0487569,37.4122,,,,,1.0
661,,2020,128.0807089,37.23250758,충북,제천,중앙선,춘천,5.0
662,,2020,128.0823501,35.1122444,부산경남,진주,남해선,부산,3.0
663,월악산,2020,128.0850818,36.8423,,,,,3.0
664,치악산,2020,128.1035585,37.3443,,,,,2.0
665,,2020,128.1182106,37.20204558,충북,제천,중앙선,부산,5.0
666,,2020,128.1182106,37.20204558,충북,제천,중앙선,춘천,4.0
667,,2020,128.127351,37.16116765,충북,제천,중앙선,부산,4.0
668,,2020,128.127351,37.16116765,충북,제천,중앙선,춘천,3.0
669,,2020,128.1320701,36.36991838,충북,보은,청주상주선,상주,10.0
670,,2020,128.1320701,36.36991838,충북,보은,청주상주선,청주,5.0
671,,2020,128.1495986,37.12122317,충북,제천,중앙선,부산,8.0
672,,2020,128.1698621,37.08378056,충북,제천,중앙선,부산,11.0
673,,2020,128.1698621,37.08378056,충북,제천,중앙선,춘천,3.0
674,,2020,128.2059482,37.05124758,충북,제천,중앙선,부산,4.0
675,,2020,128.2059482,37.05124758,충북,제천,중앙선,춘천,4.0
676,월악산,2020,128.2596559,36.87919161,,,,,1.0
677,한려해상,2020,128.3618147,34.8261,,,,,3.0
678,설악산,2020,128.391064,38.101,,,,,5.0
679,소백산,2020,128.421133,36.9076,,,,,6.0
680,설악산,2020,128.425986,38.217,,,,,1.0
681,,2020,128.4296797,37.60719163,강원,대관령,영동선,인천,3.0
682,소백산,2020,128.4548561,36.9007,,,,,4.0
683,,2020,128.4744032,35.27140042,부산경남,창원,남해제1지선,산인,3.0
684,오대산,2020,128.5043608,37.6945,,,,,1.0
685,설악산,2020,128.50549,38.1711,,,,,1.0
686,소백산,2020,128.5149468,36.97639272,,,,,5.0
687,,2020,128.5755127,36.72708471,대구경북,영주,중앙선,춘천,4.0
688,오대산,2020,128.5809816,37.7553,,,,,2.0
689,오대산,2020,128.5852584,37.77809511,,,,,1.0
690,오대산,2020,128.6169457,37.7688,,,,,2.0
691,,2020,128.6178161,36.4786835,대구경북,영주,중앙선,부산,3.0
692,한려해상,2020,128.6510741,34.7709,,,,,3.0
693,소백산,2020,128.6588821,37.0242,,,,,3.0
694,한려해상,2020,128.6668004,34.8178,,,,,1.0
695,한려해상,2020,128.6746923,34.75226396,,,,,19.0
696,,2020,128.6767718,37.68172555,강원,대관령,영동선,인천,4.0
697,,2020,128.8219773,36.42194292,대구경북,청송,당진영덕선,영덕,4.0
698,,2020,128.8477373,35.98051263,대구경북,영천,대구포항선,대구,3.0
699,,2020,128.8826171,36.01521806,대구경북,영천,대구포항선,대구,4.0
700,,2020,128.8971321,37.69083783,강원,강릉,동해선,속초,5.0
701,,2020,129.1011208,35.28664685,부산경남,서울산,경부선,서울,3.0
702,경주,2020,129.3529929,35.8147,,,,,1.0
703,다도해해상,2021,125.4187399,34.6692,,,,,3.0
704,태안해안,2021,126.3287751,36.5546,,,,,1.0
705,,2021,126.4391644,35.0158235,광주전남,함평,무안광주선,광주,4.0
706,,2021,126.4719396,34.8496291,광주전남,함평,서해안선,목포,3.0
707,,2021,126.4796394,35.0649544,광주전남,함평,서해안선,목포,4.0
708,,2021,126.481287,35.1099659,광주전남,함평,서해안선,목포,3.0
709,,2021,126.481287,35.1099659,광주전남,함평,서해안선,서울,5.0
710,,2021,126.4892992,35.0207604,광주전남,함평,서해안선,서울,4.0
711,,2021,126.4896234,35.030325,광주전남,함평,무안광주선,광주,4.0
712,,2021,126.4957519,34.9761177,광주전남,함평,서해안선,서울,4.0
713,,2021,126.5436837,35.2732961,광주전남,함평,서해안선,서울,3.0
714,,2021,126.5547572,36.688381,대전충남,당진,서해안선,서울,6.0
715,,2021,126.5552914,36.3871607,전북,보령,서해안선,목포,4.0
716,,2021,126.5639501,36.7323702,대전충남,당진,서해안선,목포,3.0
717,,2021,126.5662366,36.7762619,대전충남,당진,서해안선,목포,3.0
718,,2021,126.5662366,36.7762619,대전충남,당진,서해안선,서울,6.0
719,변산반도,2021,126.5669846,35.6765,,,,,1.0
720,,2021,126.569913,36.2267079,전북,보령,서해안선,목포,4.0
721,,2021,126.5767559,36.4268359,전북,보령,서해안선,목포,3.0
722,,2021,126.5794765,36.5586954,전북,보령,서해안선,목포,3.0
723,,2021,126.5794765,36.5586954,전북,보령,서해안선,서울,3.0
724,변산반도,2021,126.5970999,35.6598,,,,,1.0
725,,2021,126.6208259,36.1478478,전북,보령,서해안선,목포,4.0
726,변산반도,2021,126.6321019,35.6374,,,,,1.0
727,월출산,2021,126.653929,34.757,,,,,2.0
728,,2021,126.6874541,35.0984857,광주전남,함평,무안광주선,광주,4.0
729,,2021,126.6874541,35.0984857,광주전남,함평,무안광주선,무안,7.0
730,,2021,126.6897475,36.7825784,대전충남,당진,당진대전선,대전,5.0
731,,2021,126.7343378,35.1199527,광주전남,함평,무안광주선,무안,3.0
732,,2021,126.7431945,36.0705525,전북,보령,서해안선,목포,4.0
733,,2021,126.7591522,36.919073,대전충남,당진,서해안선,목포,6.0
734,,2021,126.7772633,36.2167446,전북,부여,서천공주선,공주,5.0
735,,2021,126.7980863,36.2578517,전북,부여,서천공주선,공주,3.0
736,,2021,126.8492325,37.4398798,수도권,시흥,제2경인선,안양,3.0
737,내장산,2021,126.9107078,35.5041,,,,,1.0
738,,2021,126.9134826,36.3532524,전북,부여,서천공주선,공주,3.0
739,내장산,2021,126.9179253,35.4874,,,,,2.0
740,,2021,126.9574134,37.3791853,수도권,동서울,수도권제1순환선,판교,3.0
741,무등산,2021,126.980779,35.15085986,,,,,1.0
742,,2021,126.9895716,36.5450241,대전충남,공주,당진대전선,당진,3.0
743,,2021,127.0096347,37.3903004,수도권,동서울,수도권제1순환선,일산,4.0
744,,2021,127.0585342,36.4847862,대전충남,공주,당진대전선,당진,3.0
745,,2021,127.1369875,35.3629986,광주전남,남원,광주대구선,광주,3.0
746,,2021,127.1420652,37.6138233,수도권,동서울,수도권제1순환선,판교,3.0
747,,2021,127.1654894,36.4975705,대전충남,공주,당진대전선,대전,3.0
748,,2021,127.1681066,36.8254311,대전충남,천안,경부선,부산,5.0
749,,2021,127.1747598,36.7820643,대전충남,천안,경부선,부산,3.0
750,,2021,127.2162697,36.4878046,대전충남,공주,당진대전선,대전,4.0
751,,2021,127.23533,37.2477833,강원,이천,영동선,인천,3.0
752,,2021,127.2375483,36.9817443,충북,엄정,평택제천선,평택,6.0
753,,2021,127.244546,35.1753033,광주전남,순천,호남선,순천,3.0
754,계룡산,2021,127.2520036,36.3472,,,,,3.0
755,,2021,127.2563955,36.7345899,대전충남,천안,경부선,부산,5.0
756,,2021,127.2563955,36.7345899,대전충남,천안,경부선,서울,3.0
757,,2021,127.274989,36.2269574,전북,논산,호남지선,논산,4.0
758,,2021,127.2883162,36.4278717,대전충남,공주,당진대전선,당진,3.0
759,,2021,127.2891253,37.438927,수도권,경기광주,중부선,하남,5.0
760,,2021,127.289384,35.3936382,광주전남,남원,광주대구선,광주,3.0
761,,2021,127.3085103,36.7264483,대전충남,천안,경부선,부산,4.0
762,,2021,127.31392,36.2991,대전충남,대전,호남지선,회덕,3.0
763,,2021,127.3160565,36.2940785,대전충남,영동,대전남부순환선,산내,3.0
764,,2021,127.3203725,36.393598,대전충남,공주,당진대전선,대전,4.0
765,,2021,127.3205395,37.3536425,수도권,경기광주,중부선,통영,3.0
766,,2021,127.3472224,36.7044544,대전충남,천안,경부선,부산,3.0
767,,2021,127.3472754,37.3153254,수도권,경기광주,제2중부선,하남,3.0
768,,2021,127.3700006,36.2856573,대전충남,영동,대전남부순환선,서대전,4.0
769,,2021,127.3727573,36.668489,대전충남,천안,경부선,부산,4.0
770,,2021,127.3836864,36.6253599,대전충남,천안,경부선,부산,6.0
771,,2021,127.3849201,37.2831926,수도권,경기광주,중부선,통영,3.0
772,,2021,127.3849201,37.2831926,수도권,경기광주,중부선,하남,3.0
773,,2021,127.3855901,37.2830594,수도권,경기광주,제2중부선,통영,5.0
774,,2021,127.4183421,36.4657563,대전충남,대전,경부선,부산,5.0
775,,2021,127.4202485,36.6222664,충북,진천,중부선,하남,4.0
776,,2021,127.4213702,37.2489572,수도권,경기광주,중부선,하남,3.0
777,,2021,127.4240858,36.666547,충북,진천,중부선,통영,4.0
778,,2021,127.4275565,36.379549,대전충남,대전,경부선,부산,3.0
779,,2021,127.4306527,36.5647448,충북,보은,청주상주선,상주,3.0
780,,2021,127.4375391,36.7088023,충북,진천,중부선,하남,5.0
781,,2021,127.4422137,37.2077647,충북,진천,중부선,통영,5.0
782,,2021,127.4625306,37.0774519,충북,진천,중부선,하남,4.0
783,,2021,127.4663024,36.3496295,대전충남,대전,경부선,서울,3.0
784,,2021,127.4714058,36.9476101,충북,진천,중부선,통영,5.0
785,지리산,2021,127.4766038,35.3852,,,,,5.0
786,,2021,127.479322,36.5458603,충북,보은,청주상주선,상주,3.0
787,,2021,127.4801145,37.035401,충북,진천,중부선,통영,3.0
788,,2021,127.4801145,37.035401,충북,진천,중부선,하남,6.0
789,지리산,2021,127.5005907,35.2982,,,,,4.0
790,,2021,127.5066813,36.7782731,충북,진천,중부선,하남,3.0
791,지리산,2021,127.523318,35.3576,,,,,3.0
792,,2021,127.5283704,34.9903282,광주전남,순천,남해선,순천,3.0
793,,2021,127.5412771,37.3480828,강원,이천,중부내륙선,양평,3.0
794,,2021,127.5564176,36.3177499,대전충남,영동,경부선,부산,3.0
795,지리산,2021,127.5850394,35.2572,,,,,9.0
796,,2021,127.6029307,36.2948484,대전충남,영동,경부선,부산,3.0
797,지리산,2021,127.6366693,35.31619123,,,,,5.0
798,,2021,127.6379344,35.8031469,전북,무주,중부선,통영,3.0
799,지리산,2021,127.6501834,35.2758,,,,,2.0
800,,2021,127.6965106,35.543314,광주전남,남원,광주대구선,대구,3.0
801,덕유산,2021,127.7369697,35.9182,,,,,2.0
802,덕유산,2021,127.7642246,35.88538897,,,,,1.0
803,덕유산,2021,127.7678166,35.9326,,,,,3.0
804,,2021,127.7716686,37.8022068,강원,홍천,중앙선,춘천,3.0
805,,2021,127.7779955,37.8387689,강원,홍천,중앙선,부산,3.0
806,,2021,127.7779955,37.8387689,강원,홍천,중앙선,춘천,4.0
807,,2021,127.7909967,37.7664292,강원,홍천,중앙선,부산,3.0
808,,2021,127.7909967,37.7664292,강원,홍천,중앙선,춘천,4.0
809,,2021,127.7918926,37.0363053,충북,엄정,평택제천선,제천,3.0
810,덕유산,2021,127.7956418,35.9633,,,,,2.0
811,속리산,2021,127.8235942,36.4883,,,,,1.0
812,속리산,2021,127.8733635,36.5897,,,,,1.0
813,,2021,127.8743817,37.6701836,강원,홍천,중앙선,부산,3.0
814,속리산,2021,127.8789419,36.68945195,,,,,1.0
815,,2021,127.8809713,36.2197596,대전충남,영동,경부선,서울,4.0
816,,2021,127.8883615,36.4474108,충북,보은,청주상주선,상주,3.0
817,,2021,127.9125914,37.340987,강원,홍천,중앙선,부산,8.0
818,,2021,127.9125914,37.340987,강원,홍천,중앙선,춘천,6.0
819,,2021,127.916969,37.4183258,강원,홍천,중앙선,춘천,6.0
820,,2021,127.9193938,37.646758,강원,홍천,중앙선,부산,3.0
821,,2021,127.9563302,37.6134811,강원,홍천,중앙선,부산,3.0
822,,2021,127.9732079,37.572884,강원,홍천,중앙선,부산,4.0
823,,2021,127.9732079,37.572884,강원,홍천,중앙선,춘천,3.0
824,월악산,2021,128.0850818,36.8423,,,,,2.0
825,치악산,2021,128.1035585,37.3443,,,,,6.0
826,,2021,128.1371004,37.7885332,강원,양양,서울양양선,양양,3.0
827,,2021,128.2059482,37.0512475,충북,제천,중앙선,부산,4.0
828,월악산,2021,128.2596559,36.87919161,,,,,1.0
829,,2021,128.2941624,37.0048542,충북,제천,중앙선,춘천,3.0
830,한려해상,2021,128.3618147,34.8261,,,,,10.0
831,,2021,128.3813689,34.9752193,부산경남,고성,중부선,통영,3.0
832,설악산,2021,128.391064,38.101,,,,,9.0
833,설악산,2021,128.4153535,38.13378028,,,,,2.0
834,소백산,2021,128.421133,36.9076,,,,,9.0
835,설악산,2021,128.425986,38.217,,,,,5.0
836,설악산,2021,128.446255,38.2127,,,,,5.0
837,소백산,2021,128.4548561,36.9007,,,,,1.0
838,설악산,2021,128.50549,38.1711,,,,,1.0
839,소백산,2021,128.5149468,36.97639272,,,,,3.0
840,소백산,2021,128.5215325,36.9056,,,,,16.0
841,한려해상,2021,128.5303025,34.7601,,,,,4.0
842,,2021,128.54378,36.8098916,대구경북,영주,중앙선,춘천,3.0
843,오대산,2021,128.5809816,37.7553,,,,,8.0
844,오대산,2021,128.5852584,37.77809511,,,,,3.0
845,소백산,2021,128.5883513,37.0135,,,,,1.0
846,,2021,128.6084357,36.4335624,대구경북,청송,당진영덕선,영덕,3.0
847,,2021,128.6091613,35.2610778,부산경남,창원,남해제1지선,산인,4.0
848,한려해상,2021,128.6149938,34.7155,,,,,1.0
849,오대산,2021,128.6169457,37.7688,,,,,4.0
850,,2021,128.6178162,36.4786835,대구경북,영주,중앙선,부산,5.0
851,한려해상,2021,128.6510741,34.7709,,,,,14.0
852,한려해상,2021,128.6668004,34.8178,,,,,1.0
853,한려해상,2021,128.6746923,34.75226396,,,,,16.0
854,,2021,128.8971321,37.6908378,강원,강릉,동해선,속초,3.0
855,태백산,2021,128.9270511,37.11064251,,,,,1.0
856,,2021,129.0907032,37.4862924,강원,강릉,동해선,속초,3.0
857,다도해해상,2022,125.4187399,34.6692,,,,,2.0
858,다도해해상,2022,125.8953789,34.7519,,,,,1.0
859,다도해해상,2022,126.1611309,34.3645,,,,,3.0
860,태안해안,2022,126.3287751,36.5546,,,,,2.0
861,,2022,126.4796394,35.06495443,광주전남,함평,서해안선,목포,3.0
862,,2022,126.4829252,35.15494396,광주전남,함평,서해안선,서울,4.0
863,,2022,126.4896234,35.03032502,광주전남,함평,무안광주선,무안,4.0
864,,2022,126.5399563,35.04682455,광주전남,함평,무안광주선,무안,3.0
865,,2022,126.5547572,36.688381,대전충남,당진,서해안선,서울,3.0
866,,2022,126.5877008,35.06678093,광주전남,함평,무안광주선,무안,4.0
867,변산반도,2022,126.5970999,35.6598,,,,,1.0
868,,2022,126.6208259,36.14784775,전북,보령,서해안선,서울,3.0
869,,2022,126.646671,36.10898749,전북,보령,서해안선,서울,3.0
870,,2022,126.6534305,36.81626191,대전충남,당진,당진대전선,대전,3.0
871,월출산,2022,126.653929,34.757,,,,,4.0
872,,2022,126.6566442,35.42328638,전북,부안,서해안선,서울,3.0
873,,2022,126.6736746,35.46608388,전북,부안,서해안선,목포,3.0
874,,2022,126.6874541,35.0984857,광주전남,함평,무안광주선,무안,5.0
875,,2022,126.7343378,35.11995266,광주전남,함평,무안광주선,무안,4.0
876,,2022,126.7591522,36.91907304,대전충남,당진,서해안선,서울,3.0
877,,2022,126.7966235,37.42861052,수도권,시흥,제2경인선,안양,3.0
878,,2022,126.7974413,37.45570348,수도권,시흥,수도권제1순환선,판교,4.0
879,,2022,126.825385,36.64697591,대전충남,공주,당진대전선,대전,5.0
880,,2022,126.828963,37.41908589,수도권,시흥,수도권제1순환선,판교,3.0
881,내장산,2022,126.8461131,35.4476,,,,,1.0
882,,2022,126.8551808,36.95813112,대전충남,당진,서해안선,목포,4.0
883,내장산,2022,126.8553923,35.47090788,,,,,1.0
884,,2022,126.8558042,37.38097843,수도권,시흥,수도권제1순환선,일산,3.0
885,내장산,2022,126.9107078,35.5041,,,,,1.0
886,내장산,2022,126.9187452,35.5007,,,,,3.0
887,,2022,126.9574134,37.37918528,수도권,동서울,수도권제1순환선,판교,4.0
888,무등산,2022,126.973189,35.1571,,,,,5.0
889,,2022,127.0013392,36.40765114,대전충남,부여,서천공주선,서천,4.0
890,,2022,127.023669,35.79845501,전북,전주,호남선,천안,3.0
891,,2022,127.0306515,36.44453615,대전충남,부여,서천공주선,서천,4.0
892,,2022,127.1032033,37.38131932,수도권,수원,경부선,부산,3.0
893,,2022,127.1393044,35.26162353,광주전남,담양,호남선,순천,3.0
894,,2022,127.1644793,36.15337118,전북,논산,호남지선,논산,5.0
895,,2022,127.1654894,36.49757054,대전충남,공주,당진대전선,당진,6.0
896,,2022,127.1681066,36.8254311,대전충남,천안,경부선,부산,3.0
897,,2022,127.1866601,36.86733004,대전충남,천안,경부선,부산,3.0
898,,2022,127.1867518,35.8616768,전북,진안,순천완주선,순천,3.0
899,,2022,127.1897231,35.36635794,광주전남,남원,광주대구선,광주,3.0
900,,2022,127.2148303,36.1588182,전북,논산,호남지선,논산,3.0
901,,2022,127.217288,36.7602895,대전충남,천안,경부선,부산,4.0
902,,2022,127.2197934,35.86611375,전북,진안,익산장수선,장수,3.0
903,계룡산,2022,127.2203616,36.35454305,,,,,1.0
904,,2022,127.2501974,36.45888882,대전충남,공주,당진대전선,당진,5.0
905,,2022,127.2501974,36.45888882,대전충남,공주,당진대전선,대전,3.0
906,,2022,127.2799286,35.05398465,광주전남,순천,호남선,순천,3.0
907,,2022,127.288285,36.97198525,충북,엄정,평택제천선,제천,3.0
908,,2022,127.2883162,36.42787173,대전충남,공주,당진대전선,대전,7.0
909,,2022,127.2883162,36.42787173,대전충남,공주,당진대전선,당진,5.0
910,,2022,127.2891253,37.43892698,수도권,경기광주,중부선,하남,4.0
911,,2022,127.2921401,36.2669873,전북,논산,호남지선,논산,5.0
912,,2022,127.2921401,36.2669873,전북,논산,호남지선,대전,3.0
913,,2022,127.31392,36.29909996,대전충남,대전,호남지선,논산,3.0
914,,2022,127.31392,36.29909996,대전충남,대전,호남지선,회덕,3.0
915,,2022,127.3160565,36.29407848,대전충남,영동,대전남부순환선,산내,3.0
916,,2022,127.3188678,36.34065836,대전충남,대전,호남지선,논산,3.0
917,,2022,127.3225054,35.02851072,광주전남,순천,호남선,천안,4.0
918,,2022,127.3358398,35.4147937,광주전남,남원,광주대구선,대구,3.0
919,,2022,127.3472041,37.31495742,수도권,경기광주,중부선,통영,4.0
920,,2022,127.3700006,36.28565727,대전충남,영동,대전남부순환선,서대전,4.0
921,,2022,127.3836864,36.62535986,대전충남,천안,경부선,부산,4.0
922,,2022,127.3849201,37.28319262,수도권,경기광주,중부선,하남,3.0
923,,2022,127.3946104,36.96917182,충북,엄정,평택제천선,제천,3.0
924,,2022,127.4183421,36.4657563,대전충남,대전,경부선,부산,3.0
925,,2022,127.4202485,36.62226637,충북,진천,중부선,통영,9.0
926,,2022,127.4202485,36.62226637,충북,진천,중부선,하남,4.0
927,,2022,127.4231656,36.59470447,대전충남,대전,경부선,서울,4.0
928,,2022,127.4240858,36.666547,충북,진천,중부선,통영,3.0
929,,2022,127.4275038,36.57914957,충북,진천,중부선,통영,5.0
930,,2022,127.4275565,36.37954895,대전충남,대전,경부선,부산,4.0
931,,2022,127.428891,36.50678565,대전충남,대전,경부선,부산,5.0
932,,2022,127.4306527,36.56474484,충북,보은,청주상주선,청주,4.0
933,,2022,127.4358331,35.44407521,광주전남,남원,광주대구선,광주,3.0
934,,2022,127.4375391,36.70880232,충북,진천,중부선,통영,5.0
935,,2022,127.4400352,37.16308804,충북,진천,중부선,통영,3.0
936,,2022,127.4422137,37.20776468,충북,진천,중부선,하남,4.0
937,,2022,127.4422137,37.20776468,충북,진천,중부선,통영,3.0
938,,2022,127.4426183,36.9473256,충북,엄정,평택제천선,제천,3.0
939,,2022,127.4426183,36.9473256,충북,엄정,평택제천선,평택,3.0
940,,2022,127.4625306,37.07745194,충북,진천,중부선,통영,4.0
941,,2022,127.4663024,36.34962947,대전충남,대전,경부선,서울,3.0
942,,2022,127.4691292,36.74561896,충북,진천,중부선,통영,3.0
943,,2022,127.4714058,36.9476101,충북,진천,중부선,통영,7.0
944,,2022,127.474735,36.99133404,충북,진천,중부선,하남,4.0
945,다도해해상,2022,127.4763244,34.46792173,,,,,3.0
946,지리산,2022,127.4766038,35.3852,,,,,5.0
947,,2022,127.48117,36.8593107,충북,진천,중부선,하남,5.0
948,,2022,127.4910263,36.81738099,충북,진천,중부선,하남,6.0
949,지리산,2022,127.5005907,35.2982,,,,,6.0
950,,2022,127.5066813,36.77827315,충북,진천,중부선,통영,4.0
951,,2022,127.5066813,36.77827315,충북,진천,중부선,하남,3.0
952,,2022,127.5506555,36.95473654,충북,엄정,평택제천선,제천,3.0
953,,2022,127.5564176,36.31774985,대전충남,영동,경부선,부산,3.0
954,,2022,127.5774168,36.5088942,충북,보은,청주상주선,청주,3.0
955,지리산,2022,127.5850394,35.2572,,,,,4.0
956,지리산,2022,127.6366693,35.31619123,,,,,1.0
957,,2022,127.6498785,35.97307729,전북,무주,중부선,통영,3.0
958,지리산,2022,127.6501834,35.2758,,,,,3.0
959,,2022,127.6690088,34.97673035,광주전남,순천,남해선,부산,3.0
960,,2022,127.6965106,35.54331396,광주전남,남원,광주대구선,대구,3.0
961,,2022,127.7146223,37.24914838,강원,원주,영동선,인천,3.0
962,덕유산,2022,127.7369697,35.9182,,,,,2.0
963,덕유산,2022,127.7678166,35.9326,,,,,3.0
964,,2022,127.7716686,37.80220681,강원,홍천,중앙선,부산,4.0
965,,2022,127.7779955,37.83876894,강원,홍천,중앙선,춘천,6.0
966,,2022,127.7967582,37.72454318,강원,홍천,중앙선,부산,3.0
967,,2022,127.7967582,37.72454318,강원,홍천,중앙선,춘천,3.0
968,지리산,2022,127.8005354,35.3603,,,,,1.0
969,속리산,2022,127.8235942,36.4883,,,,,2.0
970,속리산,2022,127.8338308,36.6777,,,,,2.0
971,,2022,127.8714305,37.3461271,강원,원주,영동선,강릉,4.0
972,,2022,127.8743817,37.6701836,강원,홍천,중앙선,부산,4.0
973,,2022,127.9125914,37.34098704,강원,홍천,중앙선,부산,13.0
974,,2022,127.9125914,37.34098704,강원,홍천,중앙선,춘천,7.0
975,,2022,127.931716,36.21621999,대전충남,영동,경부선,서울,3.0
976,,2022,127.9481384,37.40120957,강원,원주,영동선,인천,3.0
977,,2022,127.9732079,37.57288403,강원,홍천,중앙선,부산,4.0
978,,2022,127.9787662,37.52998812,강원,홍천,중앙선,부산,3.0
979,,2022,127.9932382,37.07592453,충북,엄정,평택제천선,평택,4.0
980,,2022,128.0360124,37.44539209,강원,원주,영동선,강릉,3.0
981,,2022,128.0420868,35.08554152,부산경남,진주,남해선,부산,3.0
982,치악산,2022,128.0487569,37.4122,,,,,2.0
983,,2022,128.0807089,37.23250754,충북,제천,중앙선,부산,4.0
984,,2022,128.0807089,37.23250754,충북,제천,중앙선,춘천,4.0
985,월악산,2022,128.0850818,36.8423,,,,,10.0
986,치악산,2022,128.1035585,37.3443,,,,,2.0
987,,2022,128.1495986,37.12122313,충북,제천,중앙선,춘천,3.0
988,,2022,128.155756,37.47547139,강원,원주,영동선,인천,3.0
989,,2022,128.1698621,37.08378052,충북,제천,중앙선,춘천,5.0
990,,2022,128.2052831,37.49256431,강원,대관령,영동선,강릉,3.0
991,,2022,128.250337,37.51607231,강원,대관령,영동선,인천,3.0
992,,2022,128.258328,37.03734287,충북,제천,중앙선,춘천,4.0
993,월악산,2022,128.2596559,36.87919161,,,,,2.0
994,,2022,128.3338959,36.9277543,충북,제천,중앙선,춘천,3.0
995,한려해상,2022,128.3618147,34.8261,,,,,1.0
996,설악산,2022,128.391064,38.101,,,,,1.0
997,소백산,2022,128.421133,36.9076,,,,,4.0
998,설악산,2022,128.425986,38.217,,,,,4.0
999,,2022,128.4387041,36.90126846,대구경북,영주,중앙선,춘천,3.0
1000,설악산,2022,128.446255,38.2127,,,,,1.0
1001,소백산,2022,128.4548561,36.9007,,,,,2.0
1002,,2022,128.4996875,35.28170874,부산경남,창원,남해선,순천,3.0
1003,설악산,2022,128.50549,38.1711,,,,,3.0
1004,소백산,2022,128.5215325,36.9056,,,,,9.0
1005,설악산,2022,128.5299131,38.179,,,,,2.0
1006,한려해상,2022,128.5303025,34.7601,,,,,12.0
1007,,2022,128.5714513,36.60963803,대구경북,영주,중앙선,부산,3.0
1008,소백산,2022,128.5883513,37.0135,,,,,2.0
1009,한려해상,2022,128.6149938,34.7155,,,,,1.0
1010,오대산,2022,128.6169457,37.7688,,,,,2.0
1011,한려해상,2022,128.6510741,34.7709,,,,,2.0
1012,소백산,2022,128.6588821,37.0242,,,,,1.0
1013,한려해상,2022,128.6746923,34.75226396,,,,,7.0
1014,,2022,128.7965065,37.75493092,강원,대관령,영동선,인천,4.0
1015,,2022,128.8238867,37.80291629,강원,강릉,동해선,속초,4.0
1016,,2022,128.8971321,37.69083783,강원,강릉,동해선,속초,3.0
1017,태백산,2022,128.958275,37.1258,,,,,2.0
1018,,2022,129.073631,35.43939439,부산경남,서울산,경부선,서울,3.0
1019,,2022,129.0955466,37.53076573,강원,강릉,동해선,근덕,3.0
1020,경주,2022,129.3485815,35.7816,,,,,1.0
1021,월출산,2023,126.653929,34.757,,,,,3.0
1022,내장산,2023,126.9107078,35.5041,,,,,4.0
1023,내장산,2023,126.9187452,35.5007,,,,,4.0
1024,무등산,2023,126.973189,35.1571,,,,,4.0
1025,지리산,2023,127.6501834,35.2758,,,,,2.0
1026,덕유산,2023,127.7369697,35.9182,,,,,1.0
1027,지리산,2023,127.7521672,35.3129,,,,,20.0
1028,덕유산,2023,127.7678166,35.9326,,,,,1.0
1029,지리산,2023,127.8005354,35.3603,,,,,5.0
1030,지리산,2023,127.8031586,35.3037,,,,,8.0
1031,속리산,2023,127.8235942,36.4883,,,,,2.0
1032,속리산,2023,127.8338308,36.6777,,,,,1.0
1033,한려해상,2023,127.8731543,34.9352,,,,,3.0
1034,속리산,2023,127.8746136,36.5033,,,,,9.0
1035,속리산,2023,127.9033749,36.7345,,,,,2.0
1036,월악산,2023,128.0850818,36.8423,,,,,3.0
1037,설악산,2023,128.391064,38.101,,,,,3.0
1038,설악산,2023,128.425986,38.217,,,,,3.0
