-3.003285846988767105e+00,-2.138264301171184822e+00,0.000000000000000000e+00
-2.852311461899307510e+00,-4.769701435919746491e-01,0.000000000000000000e+00
-3.734153374723335972e+00,-2.234136956949180686e+00,0.000000000000000000e+00
-1.920787184492608546e+00,-1.232565270847091110e+00,0.000000000000000000e+00
-3.969474385934951943e+00,-1.457439956414035453e+00,0.000000000000000000e+00
-3.963417692812462256e+00,-2.465729753570256921e+00,0.000000000000000000e+00
-3.258037728433965885e+00,-3.913280244657797891e+00,0.000000000000000000e+00
-5.224917832513032323e+00,-2.562287529240972805e+00,0.000000000000000000e+00
-4.512831120334423574e+00,-1.685752667404726068e+00,0.000000000000000000e+00
-4.408024075521210783e+00,-3.412303701335291706e+00,0.000000000000000000e+00
-2.034351231078446176e+00,-2.225776300486535852e+00,0.000000000000000000e+00
-3.432471795312076246e+00,-3.424748186213456780e+00,0.000000000000000000e+00
-4.044382724525182660e+00,-1.889077410290133985e+00,0.000000000000000000e+00
-4.650993577422302572e+00,-1.624301981654328042e+00,0.000000000000000000e+00
-4.100638689918804758e+00,-2.291693749793276780e+00,0.000000000000000000e+00
-4.101706612229397031e+00,-1.477218154910622250e-01,0.000000000000000000e+00
-3.513497224737934133e+00,-3.057710928955899909e+00,0.000000000000000000e+00
-2.677455087896810859e+00,-3.220843649971022238e+00,0.000000000000000000e+00
-3.291136404995244735e+00,-3.959670123879775794e+00,0.000000000000000000e+00
-4.828186048898430727e+00,-1.803138764130876481e+00,0.000000000000000000e+00
-2.761533420004589345e+00,-1.828631718810029394e+00,0.000000000000000000e+00
-3.615648282388240542e+00,-2.301103695589288733e+00,0.000000000000000000e+00
-4.978521990367427819e+00,-2.719844208394708751e+00,0.000000000000000000e+00
-3.960638770959787447e+00,-9.428777737810842829e-01,0.000000000000000000e+00
-3.156381710431538590e+00,-3.763040155362733952e+00,0.000000000000000000e+00
-3.175916030605204998e+00,-2.385082280416316536e+00,0.000000000000000000e+00
-4.176922000305959060e+00,-1.388323711159132223e+00,0.000000000000000000e+00
-2.469000477504049051e+00,-1.068719880883801432e+00,0.000000000000000000e+00
-4.339217523222638206e+00,-2.309212375851214638e+00,0.000000000000000000e+00
-3.168736568596436154e+00,-1.024454872877640810e+00,0.000000000000000000e+00
-3.979174237845290119e+00,-2.185658976663817032e+00,0.000000000000000000e+00
-4.606334974006028204e+00,-3.196206624080670800e+00,0.000000000000000000e+00
-2.687474177605801984e+00,-6.437599714291770692e-01,0.000000000000000000e+00
-3.572010121580333930e+00,-9.964671021079758439e-01,0.000000000000000000e+00
-3.138363974952365965e+00,-2.645119754605124385e+00,0.000000000000000000e+00
-3.138604394491586014e+00,-4.619634335340307985e-01,0.000000000000000000e+00
-3.535826039109951413e+00,-4.353563441859940042e-01,0.000000000000000000e+00
-6.119745104089744814e+00,-1.178097495624776059e+00,0.000000000000000000e+00
-3.412952931761828790e+00,-2.299007350465867905e+00,0.000000000000000000e+00
-3.408239223464497591e+00,-3.987568914600892800e+00,0.000000000000000000e+00
-3.719671887837511903e+00,-1.642887428488253532e+00,0.000000000000000000e+00
-2.022105955258483689e+00,-2.518270218273647387e+00,0.000000000000000000e+00
-4.308493602893187280e+00,-2.501757043584536433e+00,0.000000000000000000e+00
-2.584597882297925864e+00,-1.671248890340315540e+00,0.000000000000000000e+00
-4.029760203767038362e+00,-1.486732566886643792e+00,0.000000000000000000e+00
-3.402922450651959529e+00,-1.031355009467110673e+00,0.000000000000000000e+00
-4.202053093877352374e+00,-2.327662146597768267e+00,0.000000000000000000e+00
-3.892108153132157522e+00,-3.463514948132118576e+00,0.000000000000000000e+00
-3.203879722935424113e+00,-1.738944727820110669e+00,0.000000000000000000e+00
-3.494886543357539122e+00,-2.234587133375147250e+00,0.000000000000000000e+00
2.084629257949585757e+00,1.579354677234640958e+00,1.000000000000000000e+00
3.157285483473230681e+00,1.197722730778381095e+00,1.000000000000000000e+00
3.338714288333990865e+00,2.404050856814538228e+00,1.000000000000000000e+00
5.386185901210530425e+00,2.174577812831838930e+00,1.000000000000000000e+00
3.757550390722764089e+00,1.925554084233832786e+00,1.000000000000000000e+00
1.581228784700958512e+00,1.973486124550783094e+00,1.000000000000000000e+00
3.560230209941026569e+00,4.463242112485286128e+00,1.000000000000000000e+00
3.307639035218877588e+00,2.301547342333612356e+00,1.000000000000000000e+00
3.465288230294756744e+00,8.313219623804679603e-01,1.000000000000000000e+00
4.642822814515020546e+00,2.751933032686774361e+00,1.000000000000000000e+00
4.291031947043046912e+00,1.090612545205261075e+00,1.000000000000000000e+00
4.902794310936099187e+00,5.981489372077191113e-01,1.000000000000000000e+00
4.086857093800269958e+00,4.190455625809978102e+00,1.000000000000000000e+00
2.509463674869311767e+00,1.433702270397227974e+00,1.000000000000000000e+00
3.599651365087641164e+00,1.496524345883800677e+00,1.000000000000000000e+00
1.949336568933867309e+00,2.068562974806027466e+00,1.000000000000000000e+00
2.437696286273895119e+00,2.473592430635181749e+00,1.000000000000000000e+00
2.580575765766196739e+00,3.549934405017539873e+00,1.000000000000000000e+00
2.716746707663762805e+00,1.677938483794324309e+00,1.000000000000000000e+00
4.313517217369669865e+00,7.691356835660447810e-01,1.000000000000000000e+00
3.727459934604129277e+00,3.307142754282428321e+00,1.000000000000000000e+00
1.892516765438772453e+00,2.184633858532304185e+00,1.000000000000000000e+00
3.759882794248423643e+00,2.781822871777309913e+00,1.000000000000000000e+00
2.263049289121918051e+00,6.795433869157236906e-01,1.000000000000000000e+00
4.021941565616897307e+00,2.296984673233186225e+00,1.000000000000000000e+00
3.750492850345876761e+00,2.346448209496975856e+00,1.000000000000000000e+00
2.819975278421509302e+00,2.232253697161003636e+00,1.000000000000000000e+00
3.793072473298681135e+00,1.285648581973632076e+00,1.000000000000000000e+00
5.365774511144756787e+00,2.473832920911787525e+00,1.000000000000000000e+00
2.308696502797351613e+00,2.656553608633829722e+00,1.000000000000000000e+00
2.525318329772678450e+00,2.787084603742452149e+00,1.000000000000000000e+00
4.658595579007403842e+00,1.179317681648289540e+00,1.000000000000000000e+00
4.463376129244322144e+00,2.412780926936498371e+00,1.000000000000000000e+00
4.322060159994490114e+00,3.896792982653947135e+00,1.000000000000000000e+00
3.254611883997129418e+00,1.246263835642510420e+00,1.000000000000000000e+00
2.610485570374476705e+00,1.184189715034561718e+00,1.000000000000000000e+00
3.422898290585895786e+00,2.341151974816643389e+00,1.000000000000000000e+00
3.776690799330018944e+00,2.827183249036023582e+00,1.000000000000000000e+00
3.513001891877907124e+00,3.453534077157316862e+00,1.000000000000000000e+00
3.235343166762044032e+00,4.720169166589618825e+00,1.000000000000000000e+00
4.125667347765006099e+00,1.142842443583717449e+00,1.000000000000000000e+00
2.429107501938887914e+00,2.482472415243185182e+00,1.000000000000000000e+00
3.276537214674148935e+00,2.714000494092092097e+00,1.000000000000000000e+00
3.973237624573545013e+00,1.927171087343127143e+00,1.000000000000000000e+00
2.653206281931594912e+00,4.851527753141353649e-01,1.000000000000000000e+00
3.053485047932978702e+00,2.856398794323472323e+00,1.000000000000000000e+00
3.714093744130203767e+00,7.542612212880119849e-01,1.000000000000000000e+00
3.673180925851181833e+00,2.385317379728836951e+00,1.000000000000000000e+00
2.616142563798867116e+00,2.153725105945528018e+00,1.000000000000000000e+00
3.558208718446000063e+00,8.570297021693769057e-01,1.000000000000000000e+00
